index, timestamp, temp, press, humid, alt, millis, ir, full, visible, lux, tvoc, eco2, h2, eth
0, 19:10:13, 0.00,0.00,0.00,0.00,44330.00, 
1, 19:10:14, 12608,857,5329,4472,204.153473,0,0,0,0
 
2, 19:10:15, 0.00,0.00,0.00,0.00,44330.00, 
3, 19:10:15, 13971,857,5330,4473,204.206451,0,0,0,0
 
4, 19:10:16, 0.00,0.00,0.00,0.00,44330.00, 
5, 19:10:16, 15333,857,5330,4473,204.206451,0,0,0,0
 
6, 19:10:17, 0.00,0.00,0.00,0.00,44330.00, 
7, 19:10:18, 16696,858,5330,4472,204.115173,0,0,0,0
 
8, 19:10:19, 0.00,0.00,0.00,0.00,44330.00, 
9, 19:10:19, 18058,856,5326,4470,204.085800,0,0,0,0
 
