index, timestamp, temp, press, humid, alt, millis, ir, full, visible, lux, tvoc, eco2, h2, eth
0, 17:46:36, 0.00,0.00,0.00,0.00,44330.00, 
1, 17:46:36, 12661,1239,8187,6948,320.769989,0,0,0,0
 
2, 17:46:37, 0.00,0.00,0.00,0.00,44330.00, 
3, 17:46:38, 14024,1238,8183,6945,320.649719,0,0,0,0
 
4, 17:46:39, 0.00,0.00,0.00,0.00,44330.00, 
5, 17:46:39, 15387,1238,8183,6945,320.649719,0,0,0,0
 
6, 17:46:40, 0.00,0.00,0.00,0.00,44330.00, 
7, 17:46:40, 16750,1238,8182,6944,320.596558,0,0,0,0
 
8, 17:46:41, 0.00,0.00,0.00,0.00,44330.00, 
9, 17:46:42, 18113,1240,8192,6952,320.943420,0,0,0,0
 
