index, timestamp, temp, press, humid, alt, millis, ir, full, visible, lux, tvoc, eco2, h2, eth
0, 17:17:21, 0.00,0.00,0.00,0.00,44330.00, 
1, 17:17:21, 12630,1389,9240,7851,362.891571,0,0,0,0
 
2, 17:17:22, 0.00,0.00,0.00,0.00,44330.00, 
3, 17:17:23, 13993,1389,9239,7850,362.838409,0,0,0,0
 
4, 17:17:24, 0.00,0.00,0.00,0.00,44330.00, 
5, 17:17:24, 15356,1389,9239,7850,362.838409,0,0,0,0
 
6, 17:17:25, 0.00,0.00,0.00,0.00,44330.00, 
7, 17:17:25, 16719,1389,9233,7844,362.519379,0,0,0,0
 
8, 17:17:26, 0.00,0.00,0.00,0.00,44330.00, 
9, 17:17:27, 18082,1389,9236,7847,362.678864,0,0,0,0
 
