index, timestamp, temp, press, humid, alt, millis, ir, full, visible, lux, tvoc, eco2, h2, eth
0, 19:17:48, 0.00,0.00,0.00,0.00,44330.00, 
1, 19:17:49, 12621,826,5079,4253,193.736496,0,0,0,0
 
2, 19:17:50, 0.00,0.00,0.00,0.00,44330.00, 
3, 19:17:50, 13984,826,5084,4258,194.001312,0,0,0,0
 
4, 19:17:51, 0.00,0.00,0.00,0.00,44330.00, 
5, 19:17:51, 15346,825,5077,4252,193.721695,0,0,0,0
 
6, 19:17:52, 0.00,0.00,0.00,0.00,44330.00, 
7, 19:17:53, 16708,825,5076,4251,193.668716,0,0,0,0
 
8, 19:17:54, 0.00,0.00,0.00,0.00,44330.00, 
9, 19:17:54, 18070,825,5075,4250,193.615768,0,0,0,0
 
