index, timestamp, temp, press, humid, alt, millis, ir, full, visible, lux, tvoc, eco2, h2, eth
0, 19:23:13, 0.00,0.00,0.00,0.00,44330.00, 
1, 19:23:14, 12649,794,4851,4057,184.577042,0,0,0,0
 
2, 19:23:15, 0.00,0.00,0.00,0.00,44330.00, 
3, 19:23:15, 14012,795,4856,4061,184.750748,0,0,0,0
 
4, 19:23:16, 0.00,0.00,0.00,0.00,44330.00, 
5, 19:23:16, 15375,795,4855,4060,184.697800,0,0,0,0
 
6, 19:23:17, 0.00,0.00,0.00,0.00,44330.00, 
7, 19:23:18, 16738,796,4858,4062,184.765656,0,0,0,0
 
8, 19:23:19, 0.00,0.00,0.00,0.00,44330.00, 
9, 19:23:19, 18101,795,4856,4061,184.750748,0,0,0,0
 
