index, timestamp, temp, press, humid, alt, millis, ir, full, visible, lux, tvoc, eco2, h2, eth
0, 19:24:18, 0.00,0.00,0.00,0.00,44330.00, 
1, 19:24:19, 12604,791,4820,4029,183.208817,0,0,0,0
 
2, 19:24:20, 0.00,0.00,0.00,0.00,44330.00, 
3, 19:24:20, 13967,790,4818,4028,183.193909,0,0,0,0
 
4, 19:24:21, 0.00,0.00,0.00,0.00,44330.00, 
5, 19:24:21, 15330,791,4822,4031,183.314697,0,0,0,0
 
6, 19:24:22, 0.00,0.00,0.00,0.00,44330.00, 
7, 19:24:23, 16693,791,4820,4029,183.208817,0,0,0,0
 
8, 19:24:24, 0.00,0.00,0.00,0.00,44330.00, 
9, 19:24:24, 18056,791,4818,4027,183.102966,0,0,0,0
 
