index, timestamp, temp, press, humid, alt, millis, ir, full, visible, lux, tvoc, eco2, h2, eth
0, 19:18:49, 0.00,0.00,0.00,0.00,44330.00, 
1, 19:18:50, 12620,870,5310,4440,201.962296,0,0,0,0
 
2, 19:18:51, 0.00,0.00,0.00,0.00,44330.00, 
3, 19:18:51, 13983,871,5312,4441,201.977219,0,0,0,0
 
4, 19:18:52, 0.00,0.00,0.00,0.00,44330.00, 
5, 19:18:52, 15346,871,5314,4443,202.083084,0,0,0,0
 
6, 19:18:53, 0.00,0.00,0.00,0.00,44330.00, 
7, 19:18:54, 16709,873,5324,4451,202.430542,0,0,0,0
 
8, 19:18:55, 0.00,0.00,0.00,0.00,44330.00, 
9, 19:18:55, 18072,870,5305,4435,201.697617,0,0,0,0
 
