index, timestamp, temp, press, humid, alt, millis, ir, full, visible, lux, tvoc, eco2, h2, eth
0, 17:06:31, 0.00,0.00,0.00,0.00,44330.00, 
1, 17:06:31, 12609,929,6738,5809,272.439880,0,0,0,0
 
2, 17:06:32, 0.00,0.00,0.00,0.00,44330.00, 
3, 17:06:33, 13972,928,6736,5808,272.426941,0,0,0,0
 
4, 17:06:34, 0.00,0.00,0.00,0.00,44330.00, 
5, 17:06:34, 15335,929,6736,5807,272.333130,0,0,0,0
 
6, 17:06:35, 0.00,0.00,0.00,0.00,44330.00, 
7, 17:06:35, 16698,928,6735,5807,272.373535,0,0,0,0
 
8, 17:06:36, 0.00,0.00,0.00,0.00,44330.00, 
9, 17:06:37, 18061,928,6735,5807,272.373535,0,0,0,0
 
