index, timestamp, temp, press, humid, alt, millis, ir, full, visible, lux, tvoc, eco2, h2, eth
0, 19:16:39, 0.00,0.00,0.00,0.00,44330.00, 
1, 19:16:40, 12629,876,5365,4489,204.328247,0,0,0,0
 
2, 19:16:41, 0.00,0.00,0.00,0.00,44330.00, 
3, 19:16:41, 13992,875,5360,4485,204.154526,0,0,0,0
 
4, 19:16:42, 0.00,0.00,0.00,0.00,44330.00, 
5, 19:16:42, 15355,874,5357,4483,204.086716,0,0,0,0
 
6, 19:16:43, 0.00,0.00,0.00,0.00,44330.00, 
7, 19:16:44, 16718,874,5355,4481,203.980804,0,0,0,0
 
8, 19:16:45, 0.00,0.00,0.00,0.00,44330.00, 
9, 19:16:45, 18081,873,5352,4479,203.913010,0,0,0,0
 
