index, timestamp, temp, press, humid, alt, millis, ir, full, visible, lux, tvoc, eco2, h2, eth
0, 17:48:46, 0.00,0.00,0.00,0.00,44330.00, 
1, 17:48:46, 12631,1217,8051,6834,315.572418,0,0,0,0
 
2, 17:48:47, 0.00,0.00,0.00,0.00,44330.00, 
3, 17:48:48, 13994,1216,8046,6830,315.398956,0,0,0,0
 
4, 17:48:49, 0.00,0.00,0.00,0.00,44330.00, 
5, 17:48:49, 15357,1217,8053,6836,315.678711,0,0,0,0
 
6, 17:48:50, 0.00,0.00,0.00,0.00,44330.00, 
7, 17:48:50, 16720,1215,8042,6827,315.278717,0,0,0,0
 
8, 17:48:51, 0.00,0.00,0.00,0.00,44330.00, 
9, 17:48:52, 18083,1216,8047,6831,315.452148,0,0,0,0
 
