index, timestamp, temp, press, humid, alt, millis, ir, full, visible, lux, tvoc, eco2, h2, eth
0, 17:08:41, 0.00,0.00,0.00,0.00,44330.00, 
1, 17:08:41, 12598,915,6645,5730,268.790039,0,0,0,0
 
2, 17:08:42, 0.00,0.00,0.00,0.00,44330.00, 
3, 17:08:43, 13961,914,6642,5728,268.723755,0,0,0,0
 
4, 17:08:44, 0.00,0.00,0.00,0.00,44330.00, 
5, 17:08:44, 15324,914,6644,5730,268.830475,0,0,0,0
 
6, 17:08:45, 0.00,0.00,0.00,0.00,44330.00, 
7, 17:08:45, 16687,915,6642,5727,268.629944,0,0,0,0
 
8, 17:08:46, 0.00,0.00,0.00,0.00,44330.00, 
9, 17:08:47, 18050,913,6632,5719,268.283875,0,0,0,0
 
