index, timestamp, temp, press, humid, alt, millis, ir, full, visible, lux, tvoc, eco2, h2, eth
0, 17:13:01, 0.00,0.00,0.00,0.00,44330.00, 
1, 17:13:01, 12572,1407,9365,7958,367.873932,0,0,0,0
 
2, 17:13:02, 0.00,0.00,0.00,0.00,44330.00, 
3, 17:13:03, 13935,1408,9368,7960,367.940948,0,0,0,0
 
4, 17:13:04, 0.00,0.00,0.00,0.00,44330.00, 
5, 17:13:04, 15298,1408,9369,7961,367.994141,0,0,0,0
 
6, 17:13:05, 0.00,0.00,0.00,0.00,44330.00, 
7, 17:13:05, 16661,1407,9371,7964,368.192963,0,0,0,0
 
8, 17:13:06, 0.00,0.00,0.00,0.00,44330.00, 
9, 17:13:07, 18024,1407,9363,7956,367.767578,0,0,0,0
 
