index, timestamp, temp, press, humid, alt, millis, ir, full, visible, lux, tvoc, eco2, h2, eth
0, 17:02:11, 0.00,0.00,0.00,0.00,44330.00, 
1, 17:02:11, 12675,1095,7590,6495,302.353821,0,0,0,0
 
2, 17:02:12, 0.00,0.00,0.00,0.00,44330.00, 
3, 17:02:13, 14038,1095,7590,6495,302.353821,0,0,0,0
 
4, 17:02:14, 0.00,0.00,0.00,0.00,44330.00, 
5, 17:02:14, 15401,1094,7583,6489,302.074036,0,0,0,0
 
6, 17:02:15, 0.00,0.00,0.00,0.00,44330.00, 
7, 17:02:15, 16764,1094,7584,6490,302.127289,0,0,0,0
 
8, 17:02:16, 0.00,0.00,0.00,0.00,44330.00, 
9, 17:02:17, 18127,1095,7591,6496,302.407043,0,0,0,0
 
